Transaction ID,Product ID,Quantity Sold,Transaction Date,Product Name,Category,Price,Total Amount
1088,5,3,2023-10-11,Apple,Produce,0.75,2.25
1089,14,8,2024-05-29,Yogurt,Dairy,2.0,16.0
1090,2,4,2024-04-29,Eggs,Dairy,2.5,10.0
1091,18,2,2024-03-15,Chocolate,Snacks,3.0,6.0
1092,17,8,2024-07-01,Cookies,Snacks,2.5,20.0
1093,1,9,2024-06-07,Milk,Dairy,3.5,31.5
1094,3,2,2024-01-20,Bread,Bakery,1.5,3.0
1095,2,3,2024-01-18,Eggs,Dairy,2.5,7.5
1096,10,8,2024-05-26,Salmon,Seafood,8.0,64.0
1097,7,1,2023-11-30,Orange Juice,Beverages,3.0,3.0
1098,5,4,2023-11-22,Apple,Produce,0.75,3.0
1099,15,4,2023-12-03,Coffee,Beverages,5.0,20.0
1100,5,2,2024-01-15,Apple,Produce,0.75,1.5
1101,8,4,2024-07-28,Chicken Breast,Meat,5.0,20.0
1102,6,4,2024-02-10,Banana,Produce,0.5,2.0
1103,8,1,2024-02-21,Chicken Breast,Meat,5.0,5.0
1104,6,7,2024-05-07,Banana,Produce,0.5,3.5
1105,19,7,2023-08-31,Ice Cream,Frozen Foods,4.5,31.5
1106,19,1,2023-09-25,Ice Cream,Frozen Foods,4.5,4.5
1107,12,8,2023-10-13,Tomato,Produce,1.0,8.0
1108,14,2,2023-11-08,Yogurt,Dairy,2.0,4.0
1109,8,5,2024-04-09,Chicken Breast,Meat,5.0,25.0
1110,7,2,2024-03-02,Orange Juice,Beverages,3.0,6.0
1111,11,1,2024-06-14,Lettuce,Produce,1.25,1.25
1112,18,7,2024-01-09,Chocolate,Snacks,3.0,21.0
1113,12,6,2023-12-02,Tomato,Produce,1.0,6.0
1114,6,7,2024-05-25,Banana,Produce,0.5,3.5
1115,12,6,2023-10-12,Tomato,Produce,1.0,6.0
1116,9,8,2023-12-09,Ground Beef,Meat,4.5,36.0
1117,13,8,2024-07-12,Cereal,Snacks,3.75,30.0
1118,15,3,2024-07-08,Coffee,Beverages,5.0,15.0
1119,1,1,2024-03-23,Milk,Dairy,3.5,3.5
1120,18,6,2024-04-28,Chocolate,Snacks,3.0,18.0
1121,10,6,2024-03-05,Salmon,Seafood,8.0,48.0
1122,2,4,2023-11-13,Eggs,Dairy,2.5,10.0
1123,20,2,2024-05-16,Pizza,Frozen Foods,6.0,12.0
1124,6,1,2024-05-06,Banana,Produce,0.5,0.5
1125,10,1,2023-10-01,Salmon,Seafood,8.0,8.0
1126,5,1,2023-08-30,Apple,Produce,0.75,0.75
1127,9,1,2024-01-24,Ground Beef,Meat,4.5,4.5
1128,2,1,2024-06-02,Eggs,Dairy,2.5,2.5
1129,18,3,2024-08-12,Chocolate,Snacks,3.0,9.0
1130,16,3,2024-04-02,Tea,Beverages,4.0,12.0
1131,15,1,2024-04-11,Coffee,Beverages,5.0,5.0
1132,10,4,2024-03-09,Salmon,Seafood,8.0,32.0
1133,3,5,2024-04-19,Bread,Bakery,1.5,7.5
1134,8,3,2024-07-19,Chicken Breast,Meat,5.0,15.0
1135,1,1,2024-02-09,Milk,Dairy,3.5,3.5
1136,8,6,2024-05-24,Chicken Breast,Meat,5.0,30.0
1137,13,7,2024-02-24,Cereal,Snacks,3.75,26.25
1138,4,3,2024-04-21,Butter,Dairy,4.0,12.0
1139,17,4,2024-07-02,Cookies,Snacks,2.5,10.0
1140,4,1,2024-02-19,Butter,Dairy,4.0,4.0
1141,13,7,2023-12-11,Cereal,Snacks,3.75,26.25
1142,11,8,2023-12-01,Lettuce,Produce,1.25,10.0
1143,1,3,2024-05-08,Milk,Dairy,3.5,10.5
1144,13,4,2024-06-27,Cereal,Snacks,3.75,15.0
1145,13,2,2024-08-14,Cereal,Snacks,3.75,7.5
1146,19,5,2024-03-18,Ice Cream,Frozen Foods,4.5,22.5
1147,20,6,2024-05-12,Pizza,Frozen Foods,6.0,36.0
1148,13,6,2024-05-20,Cereal,Snacks,3.75,22.5
1149,7,9,2023-12-16,Orange Juice,Beverages,3.0,27.0
1150,16,2,2024-06-17,Tea,Beverages,4.0,8.0
1151,14,6,2024-05-31,Yogurt,Dairy,2.0,12.0
1152,18,6,2024-03-01,Chocolate,Snacks,3.0,18.0
1153,16,2,2024-08-01,Tea,Beverages,4.0,8.0
1154,10,9,2023-11-10,Salmon,Seafood,8.0,72.0
1155,6,8,2024-07-17,Banana,Produce,0.5,4.0
1156,15,2,2023-12-28,Coffee,Beverages,5.0,10.0
1157,3,3,2024-06-25,Bread,Bakery,1.5,4.5
1158,17,9,2024-06-16,Cookies,Snacks,2.5,22.5
1159,1,4,2024-01-09,Milk,Dairy,3.5,14.0
1160,6,5,2024-03-30,Banana,Produce,0.5,2.5
1161,5,9,2024-03-24,Apple,Produce,0.75,6.75
1162,14,8,2024-02-25,Yogurt,Dairy,2.0,16.0
1163,8,9,2024-02-28,Chicken Breast,Meat,5.0,45.0
1164,7,5,2023-11-08,Orange Juice,Beverages,3.0,15.0
1165,1,7,2024-08-10,Milk,Dairy,3.5,24.5
1166,1,4,2023-11-27,Milk,Dairy,3.5,14.0
1167,8,6,2024-03-23,Chicken Breast,Meat,5.0,30.0
1168,13,9,2024-02-04,Cereal,Snacks,3.75,33.75
1169,6,7,2024-02-11,Banana,Produce,0.5,3.5
1170,8,7,2024-07-17,Chicken Breast,Meat,5.0,35.0
1171,2,2,2024-02-24,Eggs,Dairy,2.5,5.0
1172,13,3,2024-02-01,Cereal,Snacks,3.75,11.25
1173,9,1,2024-07-01,Ground Beef,Meat,4.5,4.5
1174,4,4,2024-02-14,Butter,Dairy,4.0,16.0
1175,12,7,2024-07-28,Tomato,Produce,1.0,7.0
1176,10,7,2024-03-13,Salmon,Seafood,8.0,56.0
1177,9,1,2023-11-18,Ground Beef,Meat,4.5,4.5
1178,2,9,2023-09-11,Eggs,Dairy,2.5,22.5
1179,4,9,2024-07-26,Butter,Dairy,4.0,36.0
1180,19,6,2023-10-18,Ice Cream,Frozen Foods,4.5,27.0
1181,7,4,2024-04-16,Orange Juice,Beverages,3.0,12.0
1182,10,1,2024-02-07,Salmon,Seafood,8.0,8.0
1183,11,7,2023-12-18,Lettuce,Produce,1.25,8.75
1184,8,6,2024-07-07,Chicken Breast,Meat,5.0,30.0
1185,3,9,2024-02-08,Bread,Bakery,1.5,13.5
1186,12,5,2023-10-20,Tomato,Produce,1.0,5.0
1187,9,9,2024-02-22,Ground Beef,Meat,4.5,40.5
1188,5,5,2024-03-28,Apple,Produce,0.75,3.75
1189,10,7,2023-09-01,Salmon,Seafood,8.0,56.0
1190,7,6,2023-09-25,Orange Juice,Beverages,3.0,18.0
1191,14,9,2023-08-23,Yogurt,Dairy,2.0,18.0
1192,16,8,2024-07-08,Tea,Beverages,4.0,32.0
1193,19,9,2024-04-12,Ice Cream,Frozen Foods,4.5,40.5
1194,19,5,2023-09-06,Ice Cream,Frozen Foods,4.5,22.5
1195,20,2,2023-09-21,Pizza,Frozen Foods,6.0,12.0
1196,2,3,2024-02-13,Eggs,Dairy,2.5,7.5
1197,7,3,2024-05-11,Orange Juice,Beverages,3.0,9.0
1198,4,2,2023-10-05,Butter,Dairy,4.0,8.0
1199,8,7,2024-01-04,Chicken Breast,Meat,5.0,35.0
1200,13,5,2024-08-15,Cereal,Snacks,3.75,18.75
1201,5,1,2024-04-16,Apple,Produce,0.75,0.75
1202,15,7,2024-04-14,Coffee,Beverages,5.0,35.0
1203,3,3,2023-10-16,Bread,Bakery,1.5,4.5
1204,15,3,2024-02-14,Coffee,Beverages,5.0,15.0
1205,20,9,2024-06-22,Pizza,Frozen Foods,6.0,54.0
1206,7,1,2023-11-04,Orange Juice,Beverages,3.0,3.0
1207,13,3,2023-11-04,Cereal,Snacks,3.75,11.25
1208,11,4,2024-07-24,Lettuce,Produce,1.25,5.0
1209,7,9,2023-08-19,Orange Juice,Beverages,3.0,27.0
1210,12,8,2024-07-12,Tomato,Produce,1.0,8.0
1211,15,4,2023-11-15,Coffee,Beverages,5.0,20.0
1212,9,1,2023-09-07,Ground Beef,Meat,4.5,4.5
1213,13,6,2024-04-20,Cereal,Snacks,3.75,22.5
1214,11,5,2023-09-05,Lettuce,Produce,1.25,6.25
1215,19,7,2024-08-09,Ice Cream,Frozen Foods,4.5,31.5
1216,15,2,2024-05-23,Coffee,Beverages,5.0,10.0
1217,20,4,2023-11-26,Pizza,Frozen Foods,6.0,24.0
1218,14,2,2024-06-16,Yogurt,Dairy,2.0,4.0
1219,12,3,2024-05-10,Tomato,Produce,1.0,3.0
1220,16,4,2024-06-30,Tea,Beverages,4.0,16.0
1221,18,8,2024-03-31,Chocolate,Snacks,3.0,24.0
1222,16,1,2024-08-16,Tea,Beverages,4.0,4.0
1223,18,4,2024-04-01,Chocolate,Snacks,3.0,12.0
1224,5,7,2024-01-22,Apple,Produce,0.75,5.25
1225,3,5,2024-05-03,Bread,Bakery,1.5,7.5
1226,17,5,2023-12-08,Cookies,Snacks,2.5,12.5
1227,13,7,2024-03-29,Cereal,Snacks,3.75,26.25
1228,2,7,2023-12-03,Eggs,Dairy,2.5,17.5
1229,10,9,2024-05-11,Salmon,Seafood,8.0,72.0
1230,15,9,2023-12-20,Coffee,Beverages,5.0,45.0
1231,20,9,2023-12-18,Pizza,Frozen Foods,6.0,54.0
1232,5,6,2023-11-28,Apple,Produce,0.75,4.5
1233,18,4,2023-09-28,Chocolate,Snacks,3.0,12.0
1234,8,4,2023-11-07,Chicken Breast,Meat,5.0,20.0
1235,16,7,2023-11-02,Tea,Beverages,4.0,28.0
1236,11,3,2024-03-22,Lettuce,Produce,1.25,3.75
1237,2,9,2024-04-13,Eggs,Dairy,2.5,22.5
1238,12,9,2023-10-17,Tomato,Produce,1.0,9.0
1239,20,1,2024-01-20,Pizza,Frozen Foods,6.0,6.0
1240,20,7,2023-10-11,Pizza,Frozen Foods,6.0,42.0
1241,10,3,2024-04-05,Salmon,Seafood,8.0,24.0
1242,11,3,2023-12-11,Lettuce,Produce,1.25,3.75
1243,2,9,2024-01-02,Eggs,Dairy,2.5,22.5
1244,6,7,2024-04-11,Banana,Produce,0.5,3.5
1245,10,4,2023-09-01,Salmon,Seafood,8.0,32.0
1246,3,8,2023-11-26,Bread,Bakery,1.5,12.0
1247,8,8,2024-02-19,Chicken Breast,Meat,5.0,40.0
1248,5,9,2024-03-05,Apple,Produce,0.75,6.75
1249,4,2,2023-10-05,Butter,Dairy,4.0,8.0
1250,17,3,2023-09-04,Cookies,Snacks,2.5,7.5
1251,18,2,2024-02-26,Chocolate,Snacks,3.0,6.0
1252,4,8,2023-12-27,Butter,Dairy,4.0,32.0
1253,2,2,2024-06-13,Eggs,Dairy,2.5,5.0
1254,13,8,2024-03-13,Cereal,Snacks,3.75,30.0
1255,2,4,2024-04-16,Eggs,Dairy,2.5,10.0
1256,17,1,2024-04-16,Cookies,Snacks,2.5,2.5
1257,15,1,2024-08-06,Coffee,Beverages,5.0,5.0
1258,5,3,2024-08-14,Apple,Produce,0.75,2.25
1259,15,2,2024-08-17,Coffee,Beverages,5.0,10.0
1260,20,6,2024-04-23,Pizza,Frozen Foods,6.0,36.0
1261,12,4,2024-05-04,Tomato,Produce,1.0,4.0
1262,15,6,2023-12-14,Coffee,Beverages,5.0,30.0
1263,4,8,2023-11-11,Butter,Dairy,4.0,32.0
1264,18,6,2023-08-19,Chocolate,Snacks,3.0,18.0
1265,11,6,2023-10-01,Lettuce,Produce,1.25,7.5
1266,9,2,2024-03-22,Ground Beef,Meat,4.5,9.0
1267,1,8,2024-07-22,Milk,Dairy,3.5,28.0
1268,12,1,2024-08-04,Tomato,Produce,1.0,1.0
1269,1,4,2024-02-19,Milk,Dairy,3.5,14.0
1270,11,9,2024-02-06,Lettuce,Produce,1.25,11.25
1271,16,2,2024-03-09,Tea,Beverages,4.0,8.0
1272,7,9,2024-02-08,Orange Juice,Beverages,3.0,27.0
1273,18,6,2024-07-09,Chocolate,Snacks,3.0,18.0
1274,19,2,2024-04-10,Ice Cream,Frozen Foods,4.5,9.0
1275,18,6,2024-07-18,Chocolate,Snacks,3.0,18.0
1276,6,6,2023-12-16,Banana,Produce,0.5,3.0
1277,2,6,2023-10-12,Eggs,Dairy,2.5,15.0
1278,2,9,2023-11-18,Eggs,Dairy,2.5,22.5
1279,13,9,2023-10-11,Cereal,Snacks,3.75,33.75
1280,4,6,2024-05-17,Butter,Dairy,4.0,24.0
1281,9,9,2023-11-10,Ground Beef,Meat,4.5,40.5
1282,20,7,2024-06-03,Pizza,Frozen Foods,6.0,42.0
1283,8,6,2024-05-04,Chicken Breast,Meat,5.0,30.0
1284,8,2,2024-05-19,Chicken Breast,Meat,5.0,10.0
1285,1,1,2024-06-26,Milk,Dairy,3.5,3.5
1286,1,5,2024-08-13,Milk,Dairy,3.5,17.5
1287,14,7,2024-04-07,Yogurt,Dairy,2.0,14.0
1288,7,2,2024-05-13,Orange Juice,Beverages,3.0,6.0
1289,7,1,2024-06-02,Orange Juice,Beverages,3.0,3.0
1290,19,7,2024-08-02,Ice Cream,Frozen Foods,4.5,31.5
1291,11,6,2024-05-15,Lettuce,Produce,1.25,7.5
1292,7,1,2024-03-05,Orange Juice,Beverages,3.0,3.0
1293,10,9,2023-11-25,Salmon,Seafood,8.0,72.0
1294,4,3,2023-11-11,Butter,Dairy,4.0,12.0
1295,7,1,2024-01-29,Orange Juice,Beverages,3.0,3.0
1296,15,5,2024-02-16,Coffee,Beverages,5.0,25.0
1297,20,1,2023-12-22,Pizza,Frozen Foods,6.0,6.0
1298,19,9,2024-01-16,Ice Cream,Frozen Foods,4.5,40.5
1299,16,5,2024-07-26,Tea,Beverages,4.0,20.0
1300,1,2,2024-04-08,Milk,Dairy,3.5,7.0
1301,11,1,2024-03-09,Lettuce,Produce,1.25,1.25
1302,18,7,2024-07-21,Chocolate,Snacks,3.0,21.0
1303,19,2,2023-09-02,Ice Cream,Frozen Foods,4.5,9.0
1304,8,2,2024-04-22,Chicken Breast,Meat,5.0,10.0
1305,7,1,2024-04-25,Orange Juice,Beverages,3.0,3.0
1306,14,8,2024-02-08,Yogurt,Dairy,2.0,16.0
1307,14,4,2024-04-03,Yogurt,Dairy,2.0,8.0
1308,8,6,2024-02-12,Chicken Breast,Meat,5.0,30.0
1309,12,1,2023-10-27,Tomato,Produce,1.0,1.0
1310,8,1,2024-07-21,Chicken Breast,Meat,5.0,5.0
1311,14,5,2024-05-08,Yogurt,Dairy,2.0,10.0
1312,13,5,2024-06-14,Cereal,Snacks,3.75,18.75
1313,7,3,2024-03-17,Orange Juice,Beverages,3.0,9.0
1314,7,7,2023-11-13,Orange Juice,Beverages,3.0,21.0
1315,18,9,2023-10-22,Chocolate,Snacks,3.0,27.0
1316,15,7,2023-12-10,Coffee,Beverages,5.0,35.0
1317,7,5,2023-10-01,Orange Juice,Beverages,3.0,15.0
1318,13,1,2024-07-29,Cereal,Snacks,3.75,3.75
1319,5,9,2024-06-26,Apple,Produce,0.75,6.75
1320,13,2,2023-11-16,Cereal,Snacks,3.75,7.5
1321,1,5,2023-09-17,Milk,Dairy,3.5,17.5
1322,4,1,2024-08-16,Butter,Dairy,4.0,4.0
1323,18,6,2023-12-09,Chocolate,Snacks,3.0,18.0
1324,20,5,2024-01-06,Pizza,Frozen Foods,6.0,30.0
1325,3,6,2023-12-10,Bread,Bakery,1.5,9.0
1326,10,2,2023-12-08,Salmon,Seafood,8.0,16.0
1327,17,9,2024-07-12,Cookies,Snacks,2.5,22.5
1328,16,5,2024-07-14,Tea,Beverages,4.0,20.0
1329,15,1,2023-10-25,Coffee,Beverages,5.0,5.0
1330,15,1,2023-11-26,Coffee,Beverages,5.0,5.0
1331,14,5,2023-11-05,Yogurt,Dairy,2.0,10.0
1332,1,6,2024-02-19,Milk,Dairy,3.5,21.0
1333,5,2,2024-06-26,Apple,Produce,0.75,1.5
1334,2,7,2024-01-31,Eggs,Dairy,2.5,17.5
1335,10,8,2024-08-09,Salmon,Seafood,8.0,64.0
1336,14,1,2024-04-14,Yogurt,Dairy,2.0,2.0
1337,17,8,2024-06-28,Cookies,Snacks,2.5,20.0
1338,4,9,2023-09-01,Butter,Dairy,4.0,36.0
1339,13,4,2024-02-19,Cereal,Snacks,3.75,15.0
1340,16,4,2024-04-26,Tea,Beverages,4.0,16.0
1341,6,6,2024-04-10,Banana,Produce,0.5,3.0
1342,12,6,2024-06-01,Tomato,Produce,1.0,6.0
1343,4,8,2023-12-03,Butter,Dairy,4.0,32.0
1344,7,1,2024-06-08,Orange Juice,Beverages,3.0,3.0
1345,18,4,2024-02-24,Chocolate,Snacks,3.0,12.0
1346,14,1,2023-10-03,Yogurt,Dairy,2.0,2.0
1347,15,2,2024-07-24,Coffee,Beverages,5.0,10.0
1348,6,2,2023-08-26,Banana,Produce,0.5,1.0
1349,15,4,2023-10-29,Coffee,Beverages,5.0,20.0
1350,11,9,2024-06-01,Lettuce,Produce,1.25,11.25
1351,12,7,2023-10-21,Tomato,Produce,1.0,7.0
1352,3,9,2024-04-07,Bread,Bakery,1.5,13.5
1353,18,2,2024-03-10,Chocolate,Snacks,3.0,6.0
1354,13,4,2023-12-20,Cereal,Snacks,3.75,15.0
1355,12,6,2024-03-22,Tomato,Produce,1.0,6.0
1356,12,9,2023-10-02,Tomato,Produce,1.0,9.0
1357,6,2,2024-08-15,Banana,Produce,0.5,1.0
1358,4,5,2024-03-02,Butter,Dairy,4.0,20.0
1359,12,8,2024-04-18,Tomato,Produce,1.0,8.0
1360,19,9,2024-03-02,Ice Cream,Frozen Foods,4.5,40.5
1361,11,1,2023-08-31,Lettuce,Produce,1.25,1.25
1362,10,3,2023-12-26,Salmon,Seafood,8.0,24.0
1363,19,4,2024-06-14,Ice Cream,Frozen Foods,4.5,18.0
1364,5,9,2024-03-15,Apple,Produce,0.75,6.75
1365,7,6,2024-05-22,Orange Juice,Beverages,3.0,18.0
1366,3,5,2024-04-21,Bread,Bakery,1.5,7.5
1367,1,6,2024-04-21,Milk,Dairy,3.5,21.0
1368,4,5,2023-12-23,Butter,Dairy,4.0,20.0
1369,14,1,2024-04-07,Yogurt,Dairy,2.0,2.0
1370,7,5,2024-04-04,Orange Juice,Beverages,3.0,15.0
1371,11,8,2024-08-02,Lettuce,Produce,1.25,10.0
1372,7,9,2024-05-08,Orange Juice,Beverages,3.0,27.0
1373,10,3,2023-08-30,Salmon,Seafood,8.0,24.0
1374,2,5,2023-09-23,Eggs,Dairy,2.5,12.5
1375,16,8,2023-09-01,Tea,Beverages,4.0,32.0
1376,11,3,2023-10-06,Lettuce,Produce,1.25,3.75
1377,16,1,2024-03-26,Tea,Beverages,4.0,4.0
1378,4,3,2024-04-17,Butter,Dairy,4.0,12.0
1379,14,2,2024-07-10,Yogurt,Dairy,2.0,4.0
1380,11,7,2024-03-23,Lettuce,Produce,1.25,8.75
1381,18,4,2024-03-19,Chocolate,Snacks,3.0,12.0
1382,13,1,2024-04-30,Cereal,Snacks,3.75,3.75
1383,4,7,2024-08-12,Butter,Dairy,4.0,28.0
1384,7,4,2024-05-24,Orange Juice,Beverages,3.0,12.0
1385,8,6,2024-07-09,Chicken Breast,Meat,5.0,30.0
1386,14,7,2023-11-24,Yogurt,Dairy,2.0,14.0
1387,8,1,2024-05-23,Chicken Breast,Meat,5.0,5.0
1388,15,5,2023-11-29,Coffee,Beverages,5.0,25.0
1389,18,1,2024-01-11,Chocolate,Snacks,3.0,3.0
1390,12,3,2023-12-16,Tomato,Produce,1.0,3.0
1391,17,3,2024-01-23,Cookies,Snacks,2.5,7.5
1392,4,8,2023-12-13,Butter,Dairy,4.0,32.0
1393,2,6,2024-05-25,Eggs,Dairy,2.5,15.0
1394,15,1,2024-03-16,Coffee,Beverages,5.0,5.0
1395,13,7,2024-01-02,Cereal,Snacks,3.75,26.25
1396,19,8,2024-05-25,Ice Cream,Frozen Foods,4.5,36.0
1397,10,8,2024-06-28,Salmon,Seafood,8.0,64.0
1398,19,3,2024-03-05,Ice Cream,Frozen Foods,4.5,13.5
1399,5,8,2024-07-31,Apple,Produce,0.75,6.0
1400,13,4,2023-09-19,Cereal,Snacks,3.75,15.0
1401,14,1,2023-12-28,Yogurt,Dairy,2.0,2.0
1402,8,2,2024-08-17,Chicken Breast,Meat,5.0,10.0
1403,19,3,2023-10-24,Ice Cream,Frozen Foods,4.5,13.5
1404,13,7,2024-01-27,Cereal,Snacks,3.75,26.25
1405,10,4,2024-03-14,Salmon,Seafood,8.0,32.0
1406,12,3,2024-04-10,Tomato,Produce,1.0,3.0
1407,12,1,2024-02-14,Tomato,Produce,1.0,1.0
1408,19,4,2023-11-20,Ice Cream,Frozen Foods,4.5,18.0
1409,3,9,2024-05-02,Bread,Bakery,1.5,13.5
1410,6,7,2024-01-11,Banana,Produce,0.5,3.5
1411,15,9,2024-08-03,Coffee,Beverages,5.0,45.0
1412,16,5,2023-10-31,Tea,Beverages,4.0,20.0
1413,16,5,2024-05-27,Tea,Beverages,4.0,20.0
1414,2,4,2024-01-27,Eggs,Dairy,2.5,10.0
1415,3,1,2024-05-23,Bread,Bakery,1.5,1.5
1416,2,5,2024-04-22,Eggs,Dairy,2.5,12.5
1417,2,7,2024-02-23,Eggs,Dairy,2.5,17.5
1418,5,9,2023-12-29,Apple,Produce,0.75,6.75
1419,19,4,2024-01-10,Ice Cream,Frozen Foods,4.5,18.0
1420,7,8,2024-04-04,Orange Juice,Beverages,3.0,24.0
1421,16,6,2024-07-26,Tea,Beverages,4.0,24.0
1422,19,8,2023-09-27,Ice Cream,Frozen Foods,4.5,36.0
1423,20,8,2024-03-17,Pizza,Frozen Foods,6.0,48.0
1424,19,1,2023-11-01,Ice Cream,Frozen Foods,4.5,4.5
1425,1,8,2024-01-02,Milk,Dairy,3.5,28.0
1426,6,3,2023-09-13,Banana,Produce,0.5,1.5
1427,17,1,2024-07-09,Cookies,Snacks,2.5,2.5
1428,7,1,2023-10-01,Orange Juice,Beverages,3.0,3.0
1429,3,1,2024-05-25,Bread,Bakery,1.5,1.5
1430,12,4,2024-01-02,Tomato,Produce,1.0,4.0
1431,20,4,2023-12-23,Pizza,Frozen Foods,6.0,24.0
1432,17,2,2024-02-06,Cookies,Snacks,2.5,5.0
1433,7,9,2023-09-17,Orange Juice,Beverages,3.0,27.0
1434,17,4,2024-06-23,Cookies,Snacks,2.5,10.0
1435,15,3,2023-12-06,Coffee,Beverages,5.0,15.0
1436,15,5,2023-08-22,Coffee,Beverages,5.0,25.0
1437,4,8,2024-07-19,Butter,Dairy,4.0,32.0
1438,17,3,2023-11-30,Cookies,Snacks,2.5,7.5
1439,12,6,2024-08-02,Tomato,Produce,1.0,6.0
1440,5,2,2024-04-09,Apple,Produce,0.75,1.5
1441,1,5,2024-04-16,Milk,Dairy,3.5,17.5
1442,5,5,2024-02-02,Apple,Produce,0.75,3.75
1443,11,4,2024-04-08,Lettuce,Produce,1.25,5.0
1444,3,7,2023-10-05,Bread,Bakery,1.5,10.5
1445,20,9,2023-12-20,Pizza,Frozen Foods,6.0,54.0
1446,20,6,2024-03-31,Pizza,Frozen Foods,6.0,36.0
1447,5,5,2023-12-13,Apple,Produce,0.75,3.75
1448,6,8,2024-06-03,Banana,Produce,0.5,4.0
1449,13,4,2023-09-18,Cereal,Snacks,3.75,15.0
1450,12,3,2024-06-30,Tomato,Produce,1.0,3.0
1451,2,2,2024-03-11,Eggs,Dairy,2.5,5.0
1452,13,7,2023-10-27,Cereal,Snacks,3.75,26.25
1453,7,8,2023-12-27,Orange Juice,Beverages,3.0,24.0
1454,12,3,2023-09-10,Tomato,Produce,1.0,3.0
1455,18,8,2023-12-31,Chocolate,Snacks,3.0,24.0
1456,8,5,2024-08-15,Chicken Breast,Meat,5.0,25.0
1457,1,6,2024-07-01,Milk,Dairy,3.5,21.0
1458,16,5,2023-10-22,Tea,Beverages,4.0,20.0
1459,5,1,2024-06-17,Apple,Produce,0.75,0.75
1460,6,9,2023-09-07,Banana,Produce,0.5,4.5
1461,8,4,2023-12-21,Chicken Breast,Meat,5.0,20.0
1462,13,3,2024-06-16,Cereal,Snacks,3.75,11.25
1463,4,7,2024-01-23,Butter,Dairy,4.0,28.0
1464,10,6,2024-06-12,Salmon,Seafood,8.0,48.0
1465,3,1,2023-09-14,Bread,Bakery,1.5,1.5
1466,15,3,2024-07-09,Coffee,Beverages,5.0,15.0
1467,14,7,2024-04-08,Yogurt,Dairy,2.0,14.0
1468,10,4,2024-05-23,Salmon,Seafood,8.0,32.0
1469,5,7,2024-06-23,Apple,Produce,0.75,5.25
1470,19,2,2024-06-11,Ice Cream,Frozen Foods,4.5,9.0
1471,15,2,2024-06-26,Coffee,Beverages,5.0,10.0
1472,7,9,2024-03-11,Orange Juice,Beverages,3.0,27.0
1473,19,7,2024-02-26,Ice Cream,Frozen Foods,4.5,31.5
1474,3,6,2024-07-09,Bread,Bakery,1.5,9.0
1475,18,6,2024-02-11,Chocolate,Snacks,3.0,18.0
1476,3,8,2024-01-20,Bread,Bakery,1.5,12.0
1477,20,5,2023-08-31,Pizza,Frozen Foods,6.0,30.0
1478,13,1,2024-08-18,Cereal,Snacks,3.75,3.75
1479,4,5,2024-01-30,Butter,Dairy,4.0,20.0
1480,11,7,2024-08-11,Lettuce,Produce,1.25,8.75
1481,5,2,2024-04-01,Apple,Produce,0.75,1.5
1482,8,8,2023-09-15,Chicken Breast,Meat,5.0,40.0
1483,1,8,2024-01-26,Milk,Dairy,3.5,28.0
1484,15,8,2024-02-16,Coffee,Beverages,5.0,40.0
1485,4,3,2024-07-09,Butter,Dairy,4.0,12.0
1486,15,9,2024-03-22,Coffee,Beverages,5.0,45.0
1487,6,3,2024-05-17,Banana,Produce,0.5,1.5
1488,9,2,2023-12-14,Ground Beef,Meat,4.5,9.0
1489,11,9,2023-12-23,Lettuce,Produce,1.25,11.25
1490,13,1,2024-06-04,Cereal,Snacks,3.75,3.75
1491,15,5,2023-11-12,Coffee,Beverages,5.0,25.0
1492,4,1,2024-03-06,Butter,Dairy,4.0,4.0
1493,19,5,2024-06-04,Ice Cream,Frozen Foods,4.5,22.5
1494,7,5,2024-02-08,Orange Juice,Beverages,3.0,15.0
1495,16,7,2023-10-28,Tea,Beverages,4.0,28.0
1496,5,6,2024-08-16,Apple,Produce,0.75,4.5
1497,17,3,2024-05-20,Cookies,Snacks,2.5,7.5
1498,5,2,2024-01-01,Apple,Produce,0.75,1.5
1499,9,2,2023-10-11,Ground Beef,Meat,4.5,9.0
1500,5,8,2023-09-12,Apple,Produce,0.75,6.0
1501,12,3,2024-04-09,Tomato,Produce,1.0,3.0
1502,19,7,2024-03-29,Ice Cream,Frozen Foods,4.5,31.5
1503,9,2,2024-06-17,Ground Beef,Meat,4.5,9.0
1504,4,9,2024-04-01,Butter,Dairy,4.0,36.0
1505,3,7,2023-12-28,Bread,Bakery,1.5,10.5
1506,20,7,2024-06-07,Pizza,Frozen Foods,6.0,42.0
1507,9,7,2024-06-18,Ground Beef,Meat,4.5,31.5
1508,5,6,2023-11-26,Apple,Produce,0.75,4.5
1509,20,9,2023-12-14,Pizza,Frozen Foods,6.0,54.0
1510,5,9,2023-09-24,Apple,Produce,0.75,6.75
1511,7,3,2024-01-15,Orange Juice,Beverages,3.0,9.0
1512,3,3,2024-01-27,Bread,Bakery,1.5,4.5
1513,1,9,2024-08-14,Milk,Dairy,3.5,31.5
1514,19,3,2023-08-28,Ice Cream,Frozen Foods,4.5,13.5
1515,12,7,2024-03-15,Tomato,Produce,1.0,7.0
1516,16,2,2024-04-08,Tea,Beverages,4.0,8.0
1517,16,8,2024-01-28,Tea,Beverages,4.0,32.0
1518,7,4,2024-02-09,Orange Juice,Beverages,3.0,12.0
